age,education,marital,country
39, 7th-8th, Never-married, United-States
24, Some-college, Never-married, United-States
36, Bachelors, Never-married, United-States
70, Some-college, Married-civ-spouse, United-States
52, HS-grad, Divorced, United-States
64, HS-grad, Married-civ-spouse, United-States
43, Some-college, Divorced, United-States
44, Assoc-voc, Never-married, United-States
47, HS-grad, Separated, United-States
32, 12th, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
33, Some-college, Never-married, United-States
52, HS-grad, Divorced, Cuba
49, 7th-8th, Married-civ-spouse, United-States
31, HS-grad, Married-civ-spouse, United-States
62, HS-grad, Never-married, United-States
44, Some-college, Divorced, United-States
28, HS-grad, Married-civ-spouse, United-States
68, Masters, Widowed, United-States
40, Some-college, Never-married, United-States
46, 7th-8th, Never-married, United-States
22, HS-grad, Never-married, United-States
37, Bachelors, Divorced, United-States
62, Masters, Never-married, United-States
37, Bachelors, Married-civ-spouse, United-States
35, HS-grad, Never-married, United-States
44, HS-grad, Married-civ-spouse, United-States
41, Assoc-voc, Married-civ-spouse, United-States
36, Bachelors, Divorced, United-States
26, Bachelors, Divorced, United-States
48, HS-grad, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
39, Prof-school, Married-civ-spouse, United-States
38, Assoc-voc, Divorced, United-States
44, Assoc-voc, Married-civ-spouse, United-States
56, 10th, Married-civ-spouse, Japan
25, 9th, Never-married, United-States
32, Bachelors, Never-married, United-States
47, Some-college, Never-married, United-States
26, Some-college, Never-married, United-States
31, Bachelors, Never-married, United-States
23, Assoc-voc, Never-married, United-States
41, Some-college, Divorced, United-States
55, Some-college, Married-civ-spouse, United-States
23, Some-college, Divorced, United-States
45, HS-grad, Married-civ-spouse, United-States
42, Bachelors, Married-civ-spouse, United-States
29, Some-college, Never-married, United-States
48, Masters, Married-civ-spouse, United-States
36, Some-college, Divorced, United-States
52, Bachelors, Married-civ-spouse, United-States
46, Assoc-voc, Divorced, United-States
34, Some-college, Never-married, United-States
27, Assoc-acdm, Never-married, Germany
18, HS-grad, Never-married, United-States
18, Some-college, Never-married, United-States
42, 7th-8th, Married-civ-spouse, United-States
64, Some-college, Married-civ-spouse, United-States
36, Masters, Married-civ-spouse, United-States
20, 11th, Never-married, United-States
52, Prof-school, Married-civ-spouse, United-States
44, Bachelors, Married-civ-spouse, United-States
53, Some-college, Married-civ-spouse, United-States
36, Bachelors, Married-civ-spouse, United-States
27, Bachelors, Never-married, United-States
52, HS-grad, Married-civ-spouse, United-States
60, Masters, Married-civ-spouse, United-States
41, Assoc-acdm, Married-civ-spouse, United-States
64, Prof-school, Married-civ-spouse, United-States
25, 1st-4th, Never-married, El-Salvador
63, 7th-8th, Married-civ-spouse, South
54, Assoc-voc, Divorced, United-States
21, HS-grad, Never-married, United-States
27, Bachelors, Never-married, Poland
63, Masters, Married-civ-spouse, United-States
37, HS-grad, Divorced, United-States
22, HS-grad, Never-married, United-States
54, 7th-8th, Married-civ-spouse, United-States
54, 10th, Divorced, United-States
60, HS-grad, Married-civ-spouse, United-States
19, 11th, Never-married, United-States
25, HS-grad, Divorced, United-States
51, HS-grad, Married-civ-spouse, United-States
47, HS-grad, Never-married, United-States
44, 10th, Never-married, United-States
18, Some-college, Never-married, United-States
57, HS-grad, Widowed, United-States
22, Some-college, Never-married, United-States
36, Some-college, Divorced, United-States
33, HS-grad, Married-civ-spouse, United-States
39, Some-college, Married-civ-spouse, United-States
49, Doctorate, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, China
35, Some-college, Married-civ-spouse, United-States
40, Assoc-acdm, Divorced, United-States
30, Bachelors, Never-married, United-States
25, HS-grad, Never-married, United-States
25, Some-college, Married-civ-spouse, United-States
37, Masters, Married-civ-spouse, United-States
53, Prof-school, Divorced, United-States
34, Assoc-acdm, Never-married, United-States
22, HS-grad, Never-married,
18, HS-grad, Never-married, United-States
52, Masters, Married-civ-spouse, United-States
45, HS-grad, Divorced, United-States
19, Some-college, Never-married, United-States
33, Bachelors, Married-civ-spouse, United-States
45, Some-college, Married-civ-spouse, United-States
43, Bachelors, Married-civ-spouse, United-States
40, HS-grad, Married-civ-spouse, United-States
41, Bachelors, Married-civ-spouse, United-States
25, HS-grad, Married-civ-spouse, United-States
22, Bachelors, Never-married, United-States
52, Some-college, Never-married, United-States
45, Some-college, Married-civ-spouse, Puerto-Rico
32, Doctorate, Never-married, United-States
26, Bachelors, Never-married, United-States
24, Some-college, Divorced, United-States
37, HS-grad, Divorced, United-States
49, HS-grad, Divorced, United-States
43, Masters, Married-civ-spouse, United-States
35, HS-grad, Never-married, United-States
37, Prof-school, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
48, HS-grad, Married-civ-spouse, United-States
40, Masters, Divorced, United-States
26, Some-college, Never-married, United-States
35, Bachelors, Married-civ-spouse, Philippines
21, Some-college, Never-married, United-States
54, 10th, Divorced, United-States
40, Bachelors, Divorced, United-States
51, Some-college, Separated, United-States
60, HS-grad, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
20, HS-grad, Never-married, United-States
21, 11th, Never-married, United-States
21, Some-college, Never-married, United-States
43, Some-college, Divorced, United-States
36, Bachelors, Married-civ-spouse, United-States
65, HS-grad, Married-civ-spouse, United-States
48, HS-grad, Married-civ-spouse, United-States
37, Masters, Separated, Iran
20, 12th, Never-married, United-States
41, HS-grad, Divorced, United-States
55, 9th, Married-civ-spouse, United-States
39, Bachelors, Divorced, United-States
41, Some-college, Married-civ-spouse, United-States
80, Assoc-voc, Married-civ-spouse, United-States
59, 10th, Married-civ-spouse, United-States
52, 11th, Married-civ-spouse, United-States
39, Bachelors, Married-civ-spouse, United-States
56, Some-college, Married-spouse-absent, United-States
69, HS-grad, Widowed, United-States
49, Bachelors, Married-civ-spouse, United-States
33, HS-grad, Married-civ-spouse, United-States
28, HS-grad, Married-civ-spouse, United-States
49, Some-college, Married-civ-spouse, United-States
51, HS-grad, Married-spouse-absent, United-States
42, Some-college, Divorced, United-States
66, HS-grad, Widowed, United-States
44, Assoc-voc, Separated, United-States
26, HS-grad, Divorced, United-States
43, Some-college, Divorced, United-States
28, 10th, Never-married, United-States
25, Bachelors, Never-married, United-States
17, 11th, Never-married, United-States
52, Bachelors, Married-civ-spouse, United-States
34, HS-grad, Separated, United-States
24, Some-college, Never-married, United-States
41, Bachelors, Married-spouse-absent, United-States
65, Some-college, Widowed, United-States
36, Some-college, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
43, Some-college, Married-spouse-absent, Mexico
39, Masters, Married-civ-spouse, England
48, 11th, Married-civ-spouse, United-States
50, Assoc-voc, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
36, HS-grad, Never-married, United-States
33, HS-grad, Married-civ-spouse, Haiti
50, Bachelors, Married-civ-spouse, United-States
49, Masters, Married-civ-spouse, United-States
34, Bachelors, Never-married,
70, Doctorate, Married-civ-spouse, United-States
39, HS-grad, Divorced, United-States
44, Some-college, Divorced, United-States
32, Bachelors, Married-civ-spouse, United-States
40, 9th, Never-married, United-States
46, HS-grad, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
40, Bachelors, Married-civ-spouse, Japan
47, 11th, Divorced, United-States
19, HS-grad, Never-married, United-States
22, Some-college, Never-married, United-States
20, Some-college, Never-married, United-States
46, Bachelors, Divorced, United-States
41, Bachelors, Married-civ-spouse, United-States
17, 10th, Never-married, United-States
41, HS-grad, Married-civ-spouse, United-States
28, HS-grad, Separated, United-States
20, Some-college, Never-married, United-States
24, HS-grad, Never-married, United-States
33, Some-college, Married-civ-spouse, United-States
44, Some-college, Married-civ-spouse, United-States
26, HS-grad, Never-married, United-States
47, Assoc-voc, Married-civ-spouse, United-States
24, HS-grad, Married-civ-spouse, United-States
58, Bachelors, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
38, 7th-8th, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
33, Some-college, Never-married, United-States
23, Some-college, Never-married, United-States
40, 10th, Divorced, United-States
47, HS-grad, Divorced, United-States
41, Bachelors, Divorced, United-States
38, Bachelors, Married-civ-spouse, United-States
50, 7th-8th, Divorced, United-States
45, HS-grad, Married-spouse-absent, United-States
65, Bachelors, Married-civ-spouse, Italy
33, HS-grad, Never-married, United-States
34, Assoc-acdm, Never-married, United-States
65, Masters, Divorced, United-States
24, 11th, Never-married, United-States
26, Bachelors, Never-married, United-States
55, HS-grad, Divorced, United-States
66, Bachelors, Divorced, Cuba
43, Bachelors, Married-civ-spouse, United-States
37, Bachelors, Never-married, United-States
22, HS-grad, Married-civ-spouse, United-States
21, 11th, Married-civ-spouse, United-States
69, Prof-school, Married-civ-spouse,
27, Masters, Never-married, United-States
48, HS-grad, Married-civ-spouse, United-States
24, Bachelors, Never-married, United-States
18, 11th, Never-married, United-States
53, HS-grad, Widowed, United-States
26, HS-grad, Married-civ-spouse, Poland
60, Some-college, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
39, 5th-6th, Married-civ-spouse, Mexico
45, Some-college, Married-civ-spouse, United-States
76, HS-grad, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
34, Some-college, Married-civ-spouse, Jamaica
54, Some-college, Divorced, United-States
23, Bachelors, Never-married, United-States
44, 7th-8th, Divorced, United-States
27, Some-college, Divorced, United-States
23, 12th, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
37, HS-grad, Married-civ-spouse, England
63, HS-grad, Never-married, United-States
35, 11th, Married-civ-spouse, United-States
47, 9th, Married-civ-spouse,
41, Some-college, Never-married, United-States
50, HS-grad, Divorced, Vietnam
26, HS-grad, Never-married, United-States
36, Some-college, Married-civ-spouse, United-States
47, Some-college, Married-civ-spouse, Scotland
51, Some-college, Divorced, United-States
41, HS-grad, Divorced, United-States
40, Prof-school, Married-civ-spouse, United-States
32, Bachelors, Married-civ-spouse, United-States
37, Bachelors, Married-civ-spouse, United-States
40, Bachelors, Divorced, United-States
56, Bachelors, Married-civ-spouse, United-States
50, HS-grad, Married-civ-spouse, United-States
28, 9th, Married-civ-spouse, United-States
28, HS-grad, Married-civ-spouse, United-States
19, 11th, Never-married, United-States
44, HS-grad, Married-civ-spouse, United-States
42, Prof-school, Divorced, United-States
47, Some-college, Married-civ-spouse, United-States
31, Some-college, Married-civ-spouse, United-States
61, 11th, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
26, Bachelors, Married-civ-spouse, United-States
58, HS-grad, Married-civ-spouse, United-States
35, Bachelors, Married-spouse-absent, Philippines
35, Assoc-voc, Never-married, United-States
29, Assoc-acdm, Never-married, United-States
40, Masters, Married-civ-spouse, United-States
33, Bachelors, Married-civ-spouse, United-States
38, Some-college, Divorced, United-States
50, Assoc-voc, Never-married, United-States
66, Some-college, Married-civ-spouse, United-States
36, Some-college, Married-civ-spouse, United-States
33, 11th, Never-married, United-States
55, Masters, Married-civ-spouse, United-States
46, HS-grad, Married-civ-spouse, United-States
36, Assoc-acdm, Never-married, United-States
41, 12th, Divorced, Canada
30, HS-grad, Divorced, United-States
29, 12th, Never-married, England
60, Some-college, Widowed, United-States
24, HS-grad, Separated, United-States
42, Some-college, Separated, United-States
26, HS-grad, Separated, United-States
37, Bachelors, Married-civ-spouse, United-States
27, 5th-6th, Never-married, Guatemala
26, HS-grad, Married-civ-spouse, United-States
23, Assoc-voc, Never-married, United-States
60, Masters, Married-civ-spouse, United-States
49, HS-grad, Divorced, United-States
46, Some-college, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
48, Prof-school, Married-civ-spouse, United-States
70, 9th, Divorced, United-States
44, Masters, Never-married, United-States
58, Bachelors, Married-civ-spouse, United-States
41, Assoc-acdm, Divorced, Jamaica
54, 7th-8th, Divorced, United-States
42, Masters, Divorced, India
28, 10th, Divorced, United-States
65, 11th, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, Ireland
82, 5th-6th, Widowed, United-States
48, Some-college, Married-civ-spouse, United-States
44, Doctorate, Married-civ-spouse, Japan
68, Masters, Never-married, United-States
42, HS-grad, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
54, Some-college, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
43, Some-college, Married-civ-spouse, United-States
17, 9th, Never-married, United-States
46, HS-grad, Divorced, United-States
59, Some-college, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
70, HS-grad, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
47, HS-grad, Married-civ-spouse, United-States
31, HS-grad, Never-married, United-States
23, HS-grad, Never-married, United-States
17, 12th, Never-married, United-States
63, Preschool, Married-civ-spouse, Mexico
44, Prof-school, Divorced, United-States
30, Prof-school, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
44, Masters, Married-civ-spouse, United-States
24, Some-college, Never-married, United-States
34, Some-college, Never-married, United-States
37, Some-college, Married-civ-spouse, United-States
24, 11th, Never-married, United-States
32, HS-grad, Divorced, United-States
42, HS-grad, Married-civ-spouse, Jamaica
20, Some-college, Never-married, United-States
34, Some-college, Married-civ-spouse, United-States
37, Some-college, Never-married, Puerto-Rico
47, HS-grad, Divorced, United-States
25, 9th, Never-married, Mexico
36, HS-grad, Married-civ-spouse, United-States
60, HS-grad, Married-civ-spouse, United-States
64, HS-grad, Married-civ-spouse, United-States
32, Bachelors, Married-civ-spouse, United-States
33, 10th, Married-civ-spouse, United-States
71, Bachelors, Never-married, United-States
55, Some-college, Divorced, United-States
85, HS-grad, Widowed, United-States
57, 7th-8th, Married-civ-spouse,
39, Prof-school, Married-civ-spouse, India
25, Some-college, Never-married, United-States
58, Some-college, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
30, Assoc-voc, Divorced, United-States
19, 11th, Divorced, United-States
40, Some-college, Married-civ-spouse, United-States
28, HS-grad, Never-married, United-States
43, Bachelors, Married-civ-spouse, United-States
40, HS-grad, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
24, HS-grad, Never-married, United-States
34, Bachelors, Never-married, United-States
22, HS-grad, Never-married, United-States
64, Assoc-voc, Married-civ-spouse, United-States
55, 7th-8th, Married-civ-spouse,
26, 11th, Married-civ-spouse, United-States
80, HS-grad, Married-spouse-absent, United-States
79, Doctorate, Widowed, United-States
58, Bachelors, Married-civ-spouse, United-States
43, Bachelors, Divorced, United-States
43, HS-grad, Married-civ-spouse, United-States
46, HS-grad, Divorced, United-States
35, HS-grad, Married-civ-spouse, United-States
51, Assoc-voc, Married-civ-spouse, United-States
52, Masters, Divorced, United-States
43, Bachelors, Married-civ-spouse, United-States
68, Some-college, Widowed, United-States
34, Bachelors, Married-civ-spouse, United-States
37, Bachelors, Married-civ-spouse, Cambodia
22, HS-grad, Never-married, United-States
32, HS-grad, Married-civ-spouse, United-States
65, 10th, Married-civ-spouse, United-States
28, Some-college, Never-married, United-States
37, HS-grad, Married-civ-spouse,
40, Bachelors, Never-married, United-States
40, 11th, Never-married, United-States
52, HS-grad, Separated, United-States
35, Some-college, Married-civ-spouse, United-States
62, 5th-6th, Married-civ-spouse, United-States
49, Assoc-voc, Married-civ-spouse, United-States
49, HS-grad, Divorced, United-States
47, Bachelors, Married-civ-spouse, United-States
45, HS-grad, Separated, United-States
37, 1st-4th, Married-spouse-absent, Mexico
36, Assoc-voc, Married-civ-spouse, United-States
36, 10th, Married-civ-spouse, Mexico
44, Bachelors, Married-civ-spouse, United-States
51, Masters, Married-civ-spouse, United-States
25, Some-college, Married-civ-spouse, United-States
28, HS-grad, Never-married, United-States
57, HS-grad, Widowed, United-States
46, HS-grad, Married-civ-spouse, United-States
59, 10th, Married-civ-spouse, United-States
28, 11th, Married-civ-spouse, United-States
25, HS-grad, Divorced, United-States
35, HS-grad, Married-spouse-absent, United-States
27, Assoc-acdm, Married-civ-spouse, United-States
29, Bachelors, Married-civ-spouse, United-States
43, HS-grad, Divorced, United-States
38, HS-grad, Never-married, United-States
26, Some-college, Never-married, United-States
55, Masters, Married-civ-spouse, United-States
36, HS-grad, Separated, United-States
37, Some-college, Married-civ-spouse, United-States
23, HS-grad, Never-married, United-States
34, HS-grad, Married-civ-spouse,
41, 11th, Married-civ-spouse, United-States
44, Assoc-voc, Separated, Dominican-Republic
48, Assoc-voc, Divorced, United-States
35, HS-grad, Married-civ-spouse, United-States
43, Bachelors, Divorced, United-States
57, Bachelors, Married-civ-spouse, United-States
44, HS-grad, Married-civ-spouse, United-States
28, HS-grad, Never-married, United-States
55, 10th, Widowed, United-States
52, HS-grad, Married-civ-spouse, United-States
30, HS-grad, Separated, United-States
31, Doctorate, Married-civ-spouse, Thailand
21, Some-college, Never-married, United-States
50, Prof-school, Married-civ-spouse, United-States
43, Bachelors, Married-civ-spouse, United-States
33, HS-grad, Never-married, United-States
23, Assoc-voc, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, Yugoslavia
18, Some-college, Never-married, United-States
21, Some-college, Never-married, United-States
33, Bachelors, Married-civ-spouse, United-States
30, Bachelors, Never-married, United-States
21, Some-college, Never-married, United-States
36, Bachelors, Married-civ-spouse, Germany
38, Some-college, Married-civ-spouse, United-States
33, Masters, Married-civ-spouse, Canada
24, Assoc-voc, Married-civ-spouse, United-States
24, Some-college, Married-civ-spouse, United-States
39, Some-college, Divorced, United-States
43, HS-grad, Married-civ-spouse, China
43, Bachelors, Married-civ-spouse, United-States
62, Masters, Married-civ-spouse, United-States
30, Bachelors, Never-married, United-States
25, 11th, Married-civ-spouse, United-States
45, HS-grad, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
73, Bachelors, Married-civ-spouse, United-States
26, Some-college, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
18, 12th, Never-married, United-States
35, Bachelors, Married-civ-spouse, United-States
22, Some-college, Separated, United-States
28, Some-college, Married-civ-spouse, Mexico
38, Some-college, Married-civ-spouse, United-States
68, Doctorate, Married-civ-spouse, United-States
40, HS-grad, Married-civ-spouse, United-States
32, Some-college, Married-civ-spouse, United-States
42, HS-grad, Married-civ-spouse, United-States
31, HS-grad, Married-civ-spouse, United-States
33, Bachelors, Married-civ-spouse, Italy
54, Bachelors, Divorced, United-States
63, HS-grad, Divorced, United-States
67, Bachelors, Married-civ-spouse, United-States
47, HS-grad, Divorced, United-States
67, Bachelors, Widowed, United-States
33, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Separated, United-States
25, Bachelors, Married-civ-spouse, United-States
25, Some-college, Never-married, United-States
35, Some-college, Divorced, United-States
54, HS-grad, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, United-States
18, 11th, Never-married, United-States
54, HS-grad, Divorced, United-States
30, 11th, Married-civ-spouse, Mexico
29, 10th, Never-married, United-States
41, Bachelors, Married-civ-spouse, United-States
40, Assoc-acdm, Married-civ-spouse, United-States
46, Some-college, Married-civ-spouse, United-States
39, Assoc-acdm, Married-civ-spouse, United-States
42, Bachelors, Married-civ-spouse, United-States
49, Bachelors, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
34, 7th-8th, Married-civ-spouse, United-States
42, HS-grad, Married-civ-spouse, United-States
31, Some-college, Married-civ-spouse, United-States
72, HS-grad, Married-civ-spouse, United-States
31, Assoc-voc, Married-civ-spouse, United-States
90, Masters, Married-civ-spouse, United-States
27, Bachelors, Never-married, United-States
18, HS-grad, Never-married, United-States
30, HS-grad, Never-married, United-States
27, HS-grad, Never-married, United-States
27, 11th, Married-civ-spouse, United-States
28, HS-grad, Never-married, United-States
40, HS-grad, Never-married, United-States
43, Masters, Separated, United-States
26, HS-grad, Married-civ-spouse, United-States
48, Assoc-voc, Married-civ-spouse, United-States
41, Assoc-acdm, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, Germany
23, HS-grad, Never-married, United-States
35, 11th, Married-civ-spouse, United-States
42, Some-college, Married-civ-spouse, United-States
27, Bachelors, Never-married, United-States
34, HS-grad, Married-civ-spouse, United-States
25, Bachelors, Never-married, United-States
46, Bachelors, Never-married, United-States
34, Some-college, Married-civ-spouse, Philippines
39, HS-grad, Widowed, United-States
33, HS-grad, Never-married,
25, Bachelors, Never-married, United-States
45, Assoc-voc, Divorced, United-States
46, Bachelors, Divorced, United-States
23, HS-grad, Divorced, Ireland
37, Some-college, Never-married, United-States
39, Masters, Married-civ-spouse,
38, HS-grad, Married-civ-spouse, United-States
35, Some-college, Married-civ-spouse, United-States
49, Bachelors, Married-civ-spouse, United-States
37, Assoc-acdm, Married-civ-spouse, United-States
45, HS-grad, Divorced, United-States
71, 12th, Never-married, United-States
44, Bachelors, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
38, Assoc-voc, Never-married, United-States
42, HS-grad, Married-civ-spouse, United-States
29, Assoc-voc, Married-civ-spouse, United-States
48, 11th, Married-civ-spouse, United-States
56, Assoc-voc, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
57, Some-college, Separated, United-States
55, 10th, Never-married, United-States
48, 11th, Separated, United-States
46, 12th, Married-civ-spouse,
36, 9th, Separated,
66, Bachelors, Married-civ-spouse, United-States
26, HS-grad, Never-married, United-States
58, Assoc-voc, Married-civ-spouse, United-States
62, Bachelors, Married-civ-spouse, United-States
31, Bachelors, Never-married, United-States
77, Assoc-voc, Married-spouse-absent, United-States
25, HS-grad, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
33, Bachelors, Divorced, United-States
51, Some-college, Divorced, United-States
20, Assoc-voc, Never-married, United-States
40, HS-grad, Married-civ-spouse, United-States
20, 10th, Never-married, United-States
41, Some-college, Divorced, United-States
44, 12th, Divorced, United-States
35, HS-grad, Married-civ-spouse, United-States
35, HS-grad, Married-spouse-absent, United-States
46, Some-college, Never-married, United-States
24, Some-college, Never-married, United-States
18, Some-college, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
58, Doctorate, Never-married, United-States
55, Assoc-voc, Married-civ-spouse, United-States
68, HS-grad, Never-married, United-States
41, Bachelors, Married-civ-spouse, United-States
50, Masters, Married-civ-spouse, United-States
48, HS-grad, Married-civ-spouse, United-States
42, Some-college, Never-married, United-States
45, HS-grad, Married-civ-spouse, United-States
43, Some-college, Married-civ-spouse, United-States
37, Some-college, Married-civ-spouse, United-States
43, Bachelors, Married-civ-spouse, United-States
36, HS-grad, Divorced, United-States
60, HS-grad, Married-civ-spouse, Philippines
27, HS-grad, Divorced, United-States
36, Bachelors, Married-civ-spouse, United-States
47, Assoc-acdm, Married-civ-spouse, United-States
33, Some-college, Never-married, United-States
19, 12th, Never-married, United-States
33, Bachelors, Never-married, Thailand
34, Bachelors, Married-civ-spouse, United-States
33, HS-grad, Divorced, United-States
57, Some-college, Divorced, United-States
59, Masters, Never-married, United-States
36, HS-grad, Married-civ-spouse, United-States
60, Assoc-acdm, Married-civ-spouse, United-States
33, Assoc-voc, Married-civ-spouse, United-States
41, Bachelors, Never-married, United-States
20, Some-college, Never-married, United-States
28, Bachelors, Never-married, United-States
24, Masters, Never-married, India
31, 12th, Never-married, United-States
38, HS-grad, Married-spouse-absent, United-States
40, Bachelors, Divorced, United-States
55, Bachelors, Married-civ-spouse, United-States
49, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Divorced, United-States
52, 5th-6th, Never-married,
24, Bachelors, Never-married, United-States
46, Bachelors, Divorced, United-States
20, Some-college, Never-married, United-States
50, 5th-6th, Married-civ-spouse, Mexico
22, HS-grad, Never-married, United-States
32, Some-college, Married-civ-spouse, Haiti
46, HS-grad, Married-civ-spouse, United-States
62, HS-grad, Married-civ-spouse, United-States
39, Some-college, Married-civ-spouse, United-States
26, Some-college, Never-married, United-States
20, Some-college, Never-married, United-States
37, Some-college, Married-civ-spouse, United-States
40, Some-college, Divorced, United-States
22, Some-college, Never-married, United-States
32, Bachelors, Never-married, United-States
41, Some-college, Divorced, United-States
24, Assoc-acdm, Married-civ-spouse, United-States
40, HS-grad, Married-civ-spouse, United-States
37, Prof-school, Married-civ-spouse, United-States
42, Masters, Married-civ-spouse, United-States
56, 9th, Widowed, United-States
20, Some-college, Never-married, United-States
55, HS-grad, Divorced, United-States
29, HS-grad, Never-married, United-States
37, HS-grad, Divorced, United-States
61, Bachelors, Married-civ-spouse, United-States
26, Bachelors, Never-married, United-States
49, Some-college, Divorced, United-States
18, 7th-8th, Never-married, United-States
30, 9th, Never-married, United-States
24, HS-grad, Never-married,
24, HS-grad, Married-civ-spouse, United-States
37, HS-grad, Never-married, United-States
37, HS-grad, Divorced, United-States
36, Some-college, Married-civ-spouse, United-States
40, HS-grad, Married-civ-spouse, United-States
44, HS-grad, Married-civ-spouse, United-States
43, HS-grad, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
50, Masters, Married-civ-spouse, United-States
17, 10th, Never-married, United-States
39, HS-grad, Married-civ-spouse, United-States
43, HS-grad, Divorced, United-States
43, HS-grad, Married-civ-spouse, United-States
40, Masters, Never-married, United-States
31, Some-college, Never-married, United-States
25, Bachelors, Divorced, United-States
30, Bachelors, Never-married, United-States
55, 9th, Married-civ-spouse, United-States
55, 7th-8th, Married-civ-spouse, United-States
29, Some-college, Married-civ-spouse, United-States
28, Bachelors, Never-married, United-States
30, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Married-civ-spouse, United-States
23, HS-grad, Never-married, United-States
71, 11th, Never-married, United-States
22, Some-college, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
62, HS-grad, Married-civ-spouse, China
22, Some-college, Married-spouse-absent, United-States
49, HS-grad, Married-civ-spouse, United-States
31, Assoc-acdm, Married-civ-spouse, United-States
27, Assoc-acdm, Never-married, United-States
27, Masters, Married-civ-spouse, Hong
26, Some-college, Never-married, United-States
30, Some-college, Married-civ-spouse, United-States
17, 10th, Never-married, United-States
26, Some-college, Never-married, United-States
45, HS-grad, Divorced, Canada
50, HS-grad, Married-civ-spouse, United-States
31, HS-grad, Never-married, United-States
51, Assoc-acdm, Never-married, United-States
56, 9th, Widowed, United-States
24, Bachelors, Never-married, United-States
29, 12th, Never-married, Dominican-Republic
26, Some-college, Never-married, United-States
51, Some-college, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
47, Bachelors, Married-civ-spouse, United-States
30, HS-grad, Never-married, United-States
41, 11th, Widowed, United-States
49, Some-college, Married-civ-spouse, United-States
40, Some-college, Married-civ-spouse, United-States
62, HS-grad, Married-civ-spouse, United-States
43, Bachelors, Married-civ-spouse, United-States
76, 5th-6th, Never-married, United-States
40, Masters, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, United-States
27, HS-grad, Never-married, United-States
54, Bachelors, Married-civ-spouse, United-States
55, HS-grad, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
20, Some-college, Never-married, United-States
39, HS-grad, Separated, United-States
26, Bachelors, Never-married, United-States
20, HS-grad, Never-married, United-States
28, HS-grad, Married-civ-spouse, United-States
56, Some-college, Separated, United-States
39, 12th, Married-civ-spouse, United-States
44, Bachelors, Married-civ-spouse, United-States
55, HS-grad, Married-civ-spouse, United-States
54, HS-grad, Married-civ-spouse, United-States
30, Bachelors, Never-married, United-States
34, HS-grad, Married-civ-spouse, United-States
42, HS-grad, Never-married, United-States
50, Some-college, Separated, United-States
34, Some-college, Married-civ-spouse, United-States
23, Assoc-voc, Never-married, United-States
27, Bachelors, Never-married, Philippines
81, Bachelors, Widowed, United-States
47, 11th, Never-married, United-States
57, 5th-6th, Married-civ-spouse, United-States
65, Assoc-voc, Married-civ-spouse, United-States
33, Masters, Never-married, United-States
37, HS-grad, Divorced, United-States
53, Bachelors, Never-married, United-States
27, Bachelors, Never-married, United-States
47, HS-grad, Married-civ-spouse, United-States
42, Assoc-acdm, Married-civ-spouse, United-States
